#line	motif	seq	start	end	strand	seqLen	querybp	mRatio	m	mm	i	d
937	telomere	116f2644-de61-4c65-8ce3-ea1388beb9f2	0	20624	-	31334	20837	97.8%	20485	20	119	332
941	telomere	e14bb0f5-fa47-4d4f-832b-9e86289c3775	14	6084	-	6086	6210	95.6%	5993	21	56	196
945	telomere	f58be8bc-8247-4f4e-92f3-27adb2f9f1b4	3438	3562	+	3562	131	90.9%	120	3	1	8
949	telomere	c96322ab-024f-45a6-9138-4b5a73acf4f1	0	3770	-	13568	3821	92.8%	3637	35	98	149
953	telomere	c96322ab-024f-45a6-9138-4b5a73acf4f1	3851	13562	-	13568	9944	93.3%	9437	101	173	406
957	telomere	ebdd95ca-f0cd-444f-ae30-be6968a85ac5	13067	13172	+	13190	106	97.2%	104	0	1	2
961	telomere	a357eb6d-a78e-4e53-84db-a8d12fb6acd2	13611	13655	+	13656	44	100.0%	44	0	0	0
965	telomere	1b046f70-4864-4e41-8120-1c3553eaa02b	0	417	-	25100	433	93.8%	410	3	4	20
969	telomere	bd1c0ea5-a9d4-4787-8877-e4bc203a74e5	20294	20351	+	20357	59	96.6%	57	0	0	2
973	telomere	c40cd370-6e34-40ec-925a-7029d789fbdb	0	1006	-	14837	1001	99.1%	999	0	7	2
977	telomere	91e9aae6-da57-448c-9ecd-4242ca951f1b	18282	18389	+	18417	107	99.1%	106	1	0	0
981	telomere	a9e7dc7a-96f9-47b4-8966-3563d5eb2433	6337	7633	+	7635	1384	90.4%	1258	30	8	96
985	telomere	40cf5965-842b-4fb8-86c4-c93ba6489eae	0	640	-	13280	642	98.3%	634	3	3	5
989	telomere	5962f763-3a10-4ced-8a25-e14b263f3f37	19646	19774	+	19802	130	96.9%	127	0	1	3
993	telomere	5ded5002-293e-492f-85b4-f33422804a7f	14683	14741	+	14786	60	96.7%	58	0	0	2
997	telomere	b66f015a-4925-48c7-9844-df258a00b5dc	48	625	-	8071	585	93.3%	557	8	12	20
1001	telomere	0044044d-fe02-4868-a441-98af2ab5fe0e	0	217	-	16132	220	95.5%	213	1	3	6
1005	telomere	0044044d-fe02-4868-a441-98af2ab5fe0e	334	16132	-	16132	16004	98.0%	15739	10	49	255
1009	telomere	fa8d0eda-1e50-4459-acdb-4dec01104e37	31	6334	-	11596	6384	96.6%	6223	24	56	137
1013	telomere	f135e3cd-876b-47f8-90ff-90d6e5e237c0	5155	5760	+	6084	635	91.9%	588	12	5	35
1017	telomere	f135e3cd-876b-47f8-90ff-90d6e5e237c0	5843	6048	+	6084	220	88.7%	196	8	1	16
1021	telomere	662349e4-c7cd-4772-b83e-76549553a40b	0	976	-	22075	971	99.5%	971	0	5	0
1025	telomere	af655b36-916b-4072-97b4-2a1804664759	0	869	-	16740	868	98.3%	860	2	7	6
1029	telomere	b1804b37-b176-4727-b71a-29e03b335c15	5	19189	-	19189	19375	98.4%	19118	10	56	247
1033	telomere	0e6e90bc-b184-456e-bcdd-0734f49619fd	19533	19700	+	19700	173	92.5%	161	5	1	7
1037	telomere	a4d5f1a8-fff1-446c-812d-cd91af76432c	0	725	-	35558	708	96.2%	701	3	21	4
1041	telomere	68bc5a00-16a1-491b-86a8-c2fd778a96bd	24275	24329	+	24329	54	94.4%	51	3	0	0
1045	telomere	d1e98298-eb01-4501-823c-5e3777165e8b	6897	7050	+	7050	159	93.7%	149	4	0	6
1049	telomere	87ba470f-506a-4ed8-b6b0-fcf0173e0a5f	0	5586	-	18406	5632	96.3%	5491	24	71	117
1053	telomere	486eb595-bd4a-4493-96b3-c34fabd0a39c	3	1108	-	11688	1110	97.9%	1095	1	9	14
1057	telomere	46ce3ff3-1cb7-48af-bcde-8db8674807b9	13893	14599	-	27492	715	98.2%	704	0	2	11
1061	telomere	46ce3ff3-1cb7-48af-bcde-8db8674807b9	13817	13856	+	27492	40	92.7%	38	0	1	2
1065	telomere	7643d862-2b32-4937-9b36-2a22b15cd511	36171	36497	+	36497	332	91.5%	313	3	10	16
1069	telomere	15b40a30-5096-4396-9882-8578aacd874e	26057	26162	+	26162	105	96.3%	103	0	2	2
1073	telomere	581307ea-09c9-4db1-8dc7-70d53872c38c	0	630	-	23046	623	97.9%	620	0	10	3
1077	telomere	926d8b1f-4429-4342-888a-d5e1c1e22f97	0	885	-	32253	887	99.0%	881	1	3	5
1081	telomere	e094d7bf-ca2a-4460-bb0c-e34f2a620fcc	28249	28404	+	28420	161	94.4%	152	3	0	6
1085	telomere	214ab4e2-9de1-4f8a-a10c-44c64078b123	1	698	-	25033	690	99.0%	690	0	7	0
1089	telomere	8b75794d-5246-4c73-bfe3-b31653daabc6	15849	22131	+	22131	6725	90.3%	6110	128	44	487
1093	telomere	0af2458a-e9a9-48bb-8393-d84ce6a3b396	11	569	-	26750	557	95.6%	544	2	12	11
1097	telomere	5935008a-01af-4ed5-b97f-96c0897c941b	0	994	-	29308	992	99.0%	988	0	6	4
1101	telomere	d4238089-eb5e-493f-9c06-ce75dc7fbbd1	20397	20451	+	20465	54	98.1%	53	1	0	0
1105	telomere	bc893475-58b7-4a5e-bbae-e3991132cd7a	0	717	-	10546	714	97.2%	704	3	10	7
1109	telomere	82ed98d5-fba7-4250-9390-049cd0d462ea	0	484	-	16524	483	97.5%	475	5	4	3
1113	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	13379	13632	+	19094	263	91.3%	242	9	2	12
1117	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	13705	14843	+	19094	1244	89.4%	1117	15	6	112
1121	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	14917	15359	+	19094	462	94.6%	438	3	1	21
1125	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	15455	16058	+	19094	666	87.9%	588	12	3	66
1129	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	16291	16581	+	19094	316	89.3%	283	6	1	27
1133	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	16657	18215	+	19094	1666	90.5%	1518	28	12	120
1137	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	18294	18459	+	19094	173	92.6%	162	1	2	10
1141	telomere	bedfd065-6663-44e5-89ef-2fb370cba4e6	18633	19091	+	19094	492	88.0%	439	12	7	41
1145	telomere	f368bf75-1b6c-4893-a339-df04dd82a69c	1	951	-	19816	948	98.0%	939	1	10	8
1149	telomere	9405e60b-2c2e-4e02-be3a-195477b3bbe6	16776	16879	+	16879	108	93.6%	102	0	1	6
1153	telomere	9663c7b2-0c57-40b2-bca9-105c4463d03d	8938	9076	+	9173	137	96.4%	133	4	1	0
1157	telomere	9663c7b2-0c57-40b2-bca9-105c4463d03d	9105	9173	+	9173	68	98.5%	67	1	0	0
1161	telomere	4aaf08a8-a286-4a80-b9b7-69714ae1606a	0	1406	-	15395	1407	99.2%	1400	1	5	6
1165	telomere	d6367a87-386f-45fb-83a0-f39bdf7ca3e9	0	606	-	22335	611	95.2%	591	5	10	15
1169	telomere	864e5837-522b-4de2-bc78-c358b7c71e8b	0	785	-	27363	780	99.4%	780	0	5	0
1173	telomere	d976cdca-083f-4082-8f67-bcd50e333a84	28329	28397	+	28403	71	95.8%	68	0	0	3
1177	telomere	a1d533f3-9ed2-42c0-9499-b610095080d0	0	1289	-	18107	1287	99.0%	1281	1	7	5
1181	telomere	1515f0e4-58d2-42a6-a598-8041a412c5a7	0	236	-	11029	241	95.5%	231	4	1	6
1185	telomere	e3e21328-320e-42e8-aa99-a0d92cb46030	11	16762	-	25215	16859	96.3%	16462	50	239	347
1189	telomere	e3e21328-320e-42e8-aa99-a0d92cb46030	17103	17163	-	25215	60	100.0%	60	0	0	0
1193	telomere	1e97f385-8b10-4eef-8a31-256291d8c3ef	25925	26449	+	26463	563	89.9%	507	16	1	40
1197	telomere	ec94f3aa-d7d4-4772-9b3e-40bf39477908	0	1312	-	6351	1313	98.5%	1301	3	8	9
1201	telomere	efa5866d-c187-439f-bbb5-144f4f499613	7301	7378	+	7382	77	100.0%	77	0	0	0
1205	telomere	a376c436-7745-4025-8852-85181862743d	1	815	-	5986	822	95.6%	797	5	12	20
1209	telomere	9f815c64-31d2-4ded-bc9d-7fb3704e3333	13406	13717	+	13717	318	93.4%	299	10	2	9
1213	telomere	c05f9efc-354e-46f5-ba3c-acc87366c410	0	552	-	27169	546	98.4%	544	1	7	1
1217	telomere	72386ea2-b629-415b-b1b1-83cde36b6339	21125	21173	+	21173	48	97.9%	47	1	0	0
1221	telomere	19fa4b4b-191f-490c-ab33-ea175ce5e4e6	21889	22137	+	22137	260	92.4%	242	4	2	14
1225	telomere	cc3a268f-a656-4a9e-aa20-84d8660ba5a7	0	953	-	6814	971	95.6%	939	3	11	29
1229	telomere	ca56dec3-1b41-4e46-b2df-1bf44901b4a0	4	526	-	6731	536	92.5%	505	7	10	24
1233	telomere	95c99808-0a7a-4503-9c2b-4a172240f0bc	12132	13541	+	19861	1494	91.7%	1379	21	9	94
1237	telomere	95c99808-0a7a-4503-9c2b-4a172240f0bc	13617	13889	+	19861	279	94.3%	266	3	3	10
1241	telomere	95c99808-0a7a-4503-9c2b-4a172240f0bc	14015	16678	+	19861	2904	88.3%	2577	72	14	255
1245	telomere	95c99808-0a7a-4503-9c2b-4a172240f0bc	16798	17237	+	19861	474	89.9%	427	11	1	36
1249	telomere	95c99808-0a7a-4503-9c2b-4a172240f0bc	17348	18261	+	19861	988	90.1%	894	15	4	79
1253	telomere	95c99808-0a7a-4503-9c2b-4a172240f0bc	18348	19716	+	19861	1452	91.5%	1333	30	5	89
1257	telomere	95c99808-0a7a-4503-9c2b-4a172240f0bc	19798	19859	+	19861	60	95.2%	59	0	2	1
1261	telomere	a9efb4fb-cd8f-4946-bbda-0e01f72073e0	0	10049	-	29184	10184	96.3%	9905	39	105	240
1265	telomere	e1ff4388-2df7-4e98-9a5b-03c3f978f8d1	1	392	-	25328	391	97.7%	386	1	4	4
1269	telomere	3cda5c4a-ba0e-4bf4-8ac5-64a72338ad6e	0	1118	-	17890	1112	97.7%	1101	2	15	9
1273	telomere	5e1a5b59-3e4e-4d5a-aa93-27fbf5c82efc	16313	16358	+	16494	48	91.7%	44	1	0	3
1277	telomere	5e1a5b59-3e4e-4d5a-aa93-27fbf5c82efc	16362	16494	+	16494	130	97.0%	128	2	2	0
1281	telomere	599a88ae-730f-487b-b8ab-b64637556710	0	610	-	27634	599	96.9%	594	2	14	3
1285	telomere	fb523fc6-b7ff-4ecf-8546-0f2fe4836033	0	6632	-	11592	6774	96.7%	6582	16	34	176
1289	telomere	2a10cd99-dc95-4303-8b2a-770852e78993	0	707	-	14784	699	98.7%	698	1	8	0
1293	telomere	f8139455-3103-4769-9e74-3076cc7922d0	0	15882	-	15882	16069	98.2%	15823	9	50	237
1297	telomere	660cc141-1770-4026-99ea-3203bf926d30	0	549	-	26380	552	97.1%	542	1	6	9
1301	telomere	e5438fb2-45c5-4121-842a-479e7ef1ea75	0	1070	-	30772	1101	96.2%	1062	5	3	34
1305	telomere	4f504b25-14b0-449a-a680-cb3797b8e17a	29792	29863	+	29865	71	100.0%	71	0	0	0
1309	telomere	dab34a4d-edb1-4cf6-a7f6-ee8065ec5943	4	13400	-	13400	13465	99.1%	13366	2	28	97
1313	telomere	0ba70eac-7e4d-449f-95be-a0e7fcc26164	0	1198	-	5802	1199	98.8%	1191	1	6	7
1317	telomere	2e84140c-5640-496c-b474-cf392f493336	0	21245	-	21245	21532	97.1%	21044	50	151	438
1321	telomere	79dd4d2c-d4be-469d-ae77-edd025b1302c	4	578	-	11390	565	97.2%	561	1	12	3
1325	telomere	0258dac2-a080-4542-a7ce-81eec17db934	21549	21682	+	21682	142	91.5%	130	3	0	9
1329	telomere	68640c03-3701-437e-9990-37eb356e41b8	0	9937	-	15560	9977	98.6%	9883	3	51	91
1333	telomere	4c8829c6-f060-43de-9c8e-3b4113a74bcf	12989	13422	+	13423	451	91.2%	415	14	4	22
1337	telomere	d4f89358-5ca1-41a1-9103-a36fc479161c	0	394	-	6150	391	96.2%	384	2	8	5
1341	telomere	a5a087c9-c502-4125-b8bf-7bd663b63a20	13523	13765	+	13765	256	90.3%	232	9	1	15
1345	telomere	51a4c9d8-1877-4a9a-9417-b36135d44854	20345	20386	+	20472	41	100.0%	41	0	0	0
1349	telomere	94b0afa7-8dc5-4e9f-b282-bcb7c99f62f0	1	998	-	5421	1001	98.8%	993	0	4	8
1353	telomere	f409a80f-608f-42e6-9d06-feabf85c25f5	3943	3984	+	3987	41	100.0%	41	0	0	0
1357	telomere	ad29533f-4139-4cf0-9d5c-18ea1d6f6e78	1	759	-	21229	757	97.3%	746	2	10	9
1361	telomere	3d76840e-ef1d-4b3b-82f0-a2a1a7089851	1	729	-	5363	722	98.0%	717	1	10	4
1365	telomere	a6e77e05-77f6-4a90-b777-1f7d99e12690	2	1239	-	22247	1252	98.2%	1233	0	4	19
1369	telomere	746c748b-35fc-4bea-91de-ce8392485053	1	547	-	6561	544	93.7%	523	9	14	12
1373	telomere	4380092e-e860-4173-a020-0c7742b79681	0	795	-	33453	786	98.2%	783	1	11	2
1377	telomere	969a8723-d4df-4963-96c1-65e49095d112	2	1143	-	18686	1154	96.4%	1126	1	14	27
1381	telomere	52738f92-65b5-43cf-88f3-15aadca11a63	29117	29271	+	29295	155	98.7%	153	1	0	1
1385	telomere	01623031-69be-424a-bb7d-0be896437453	0	336	-	12474	335	95.3%	324	7	5	4
1389	telomere	52f70cce-7f65-44ad-a4ab-fb3017eb9c7a	17271	17549	+	17549	299	90.0%	269	9	0	21
1393	telomere	646e5b60-6b74-4bff-a87a-69315c2d91cc	1	86	-	49464	83	97.6%	83	0	2	0
1397	telomere	f041ffa8-6554-4010-a315-123bb0c0d4b2	0	130	-	19539	137	89.2%	124	4	2	9
1401	telomere	f041ffa8-6554-4010-a315-123bb0c0d4b2	313	369	-	19539	59	94.9%	56	0	0	3
1405	telomere	f041ffa8-6554-4010-a315-123bb0c0d4b2	441	562	-	19539	129	93.0%	120	1	0	8
1409	telomere	f041ffa8-6554-4010-a315-123bb0c0d4b2	687	10679	-	19539	10242	96.2%	9902	35	55	305
1413	telomere	10b0af52-7000-476d-a10c-bd8ad1a0831c	6	694	-	31753	692	94.2%	667	5	16	20
1417	telomere	2ddcde31-103a-4773-9363-39c86b9537ce	16316	16413	+	16433	101	94.1%	95	2	0	4
1421	telomere	03bc7345-d51d-4b3d-8f65-00dcbae4b562	0	963	-	26323	966	99.2%	960	1	2	5
1425	telomere	63ebb29a-2487-4044-a4b1-c558307826e5	32443	32483	+	32495	42	92.9%	39	1	0	2
1429	telomere	08d789e7-42dd-4e64-be11-ecb3e5d7aa09	3	1353	-	23149	1358	98.7%	1344	2	4	12
1433	telomere	151d8b07-7992-437e-99c7-85c7635c2b09	1	6237	-	16449	6242	97.1%	6140	15	81	87
1437	telomere	151d8b07-7992-437e-99c7-85c7635c2b09	6588	6648	-	16449	60	100.0%	60	0	0	0
1441	telomere	32d112b3-52f8-40ce-9ff0-e1435726e68e	34	6666	-	6667	6752	95.8%	6536	28	68	188
1445	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	10273	10653	+	19648	413	88.7%	369	8	3	36
1449	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	10740	10868	+	19648	132	96.2%	127	1	0	4
1453	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	10973	11015	+	19648	42	100.0%	42	0	0	0
1457	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	11109	11228	+	19648	125	94.4%	118	1	0	6
1461	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	11384	11451	+	19648	66	98.5%	66	0	1	0
1465	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	11517	11568	+	19648	55	92.7%	51	0	0	4
1469	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	11589	13457	+	19648	2016	90.5%	1832	28	8	156
1473	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	13563	14411	+	19648	912	90.4%	827	18	3	67
1477	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	14494	16216	+	19648	1866	90.0%	1684	33	5	149
1481	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	16324	16615	+	19648	307	93.8%	288	3	0	16
1485	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	16812	17690	+	19648	946	91.6%	868	8	2	70
1489	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	17780	18112	+	19648	358	90.8%	325	7	0	26
1493	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	18188	18510	+	19648	354	88.5%	314	7	1	33
1497	telomere	6ee46fe2-5bb0-48ac-9116-e62b2962e256	18627	19648	+	19648	1122	88.2%	991	28	2	103
1501	telomere	47972217-0d53-4926-9816-36303c9241f8	4	492	-	20886	476	96.7%	474	0	14	2
1505	telomere	ad345661-2cd1-4f19-8270-ecd15312fd4a	22772	22849	+	22850	77	97.4%	76	0	1	1
1509	telomere	440d8636-d5d2-4b72-a489-b83b85fb6bda	2	15242	-	15242	15731	95.4%	15082	87	71	562
1513	telomere	8bd82100-4357-470e-8618-4c7f2e0f8742	0	531	-	18548	531	96.5%	520	3	8	8
1517	telomere	8da6d406-bbfe-45af-ae48-8f919c6af20d	5	5376	-	18207	5516	94.9%	5284	36	51	196
1521	telomere	53ffa7df-2c02-4f1d-908a-6f8ba727e8cc	25099	26222	+	26222	1221	89.6%	1095	27	1	99
1525	telomere	307be4bf-8e14-4b3a-8b79-1f1ebb257b4c	34347	34401	+	34402	54	100.0%	54	0	0	0
1529	telomere	4d8c35f2-ec85-4e1f-8134-fdccc734d966	57	1377	-	17529	1358	95.5%	1305	7	8	46
1533	telomere	1008051b-de4c-4eb1-99f2-373587469475	1	656	-	17525	641	96.5%	636	1	18	4
1537	telomere	98d7c482-e215-46c7-9972-28f87bafd065	18179	18721	+	18731	577	90.3%	522	19	1	36
1541	telomere	2e561d70-e541-4ae6-8300-870f1f52966d	5331	5485	+	5491	155	99.4%	154	0	0	1
1545	telomere	42f01902-a6c5-4d39-9142-f3be36449a89	46533	46575	+	46644	41	97.6%	41	0	1	0
1549	telomere	6fbc5a50-0143-488d-aa8c-db4cd954857a	43043	43095	+	43098	53	98.1%	52	0	0	1
1553	telomere	1fd8c3f5-f778-4afe-b8e3-39c35a69c5bc	17554	17599	+	17625	47	95.7%	45	0	0	2
1557	telomere	44702c66-1b03-4be2-a00a-7cde7c28a20e	5	11613	-	11613	11735	97.7%	11522	24	62	189
1561	telomere	d9faa25a-00fb-4264-b46a-f95949c1b3f3	0	869	-	16256	875	98.1%	863	1	5	11
1565	telomere	cb5a6d9d-230c-4c4c-b453-a358da6484d0	31452	31564	+	31564	113	96.5%	110	1	1	2
1569	telomere	ec10b63a-9817-459f-a4ca-f26f91d626ce	0	12390	-	13809	12706	95.9%	12252	62	76	392
1573	telomere	6eb780f0-2e6a-4227-9aeb-4cab332fa2d0	3	7043	-	14420	7060	99.1%	7015	3	22	42
1577	telomere	12f2387f-929b-4c70-b90f-a85d39f62b5d	22524	22689	+	22689	168	92.3%	156	8	1	4
1581	telomere	8d9c0c9a-d1fc-4485-8cc5-e7fe8cdfbf16	0	14699	-	14712	14888	98.0%	14633	26	40	229
1585	telomere	93887f46-5742-472a-bd80-d3335ca501d2	2	17654	-	17656	17925	97.7%	17571	22	59	332
1589	telomere	8fe1cf80-07e8-4564-9eaa-5346a2987cfd	20340	20394	+	20400	54	100.0%	54	0	0	0
1593	telomere	9c6e0c1a-dead-4da0-8e0e-08bc6e1c1af1	15011	15449	+	15449	452	93.6%	426	9	3	17
1597	telomere	f0bc5819-266f-4ac0-b24e-0c34658cdff2	4	677	-	13803	673	95.3%	653	8	12	12
1601	telomere	11b42af2-c317-4683-93e5-2b9dea5806c7	150	1770	+	8374	1734	90.4%	1575	36	9	123
1605	telomere	11b42af2-c317-4683-93e5-2b9dea5806c7	1850	7422	+	8374	5962	91.2%	5462	83	27	417
1609	telomere	11b42af2-c317-4683-93e5-2b9dea5806c7	7611	8347	+	8374	768	91.2%	712	11	13	45
1613	telomere	54a020d9-0b7b-4abc-9b49-739569a8b696	0	250	-	26086	251	94.1%	241	4	5	6
1617	telomere	54a020d9-0b7b-4abc-9b49-739569a8b696	393	18972	-	26086	19149	94.3%	18230	168	181	751
1621	telomere	4e8ebc99-f1c9-4869-8d2d-7832769987ee	0	879	-	11655	882	99.4%	878	0	1	4
1625	telomere	4346df88-e32f-41fa-9925-57ea8fe75447	4456	4618	+	4619	167	95.8%	160	2	0	5
1629	telomere	bdf6a59c-df14-4c3b-8e4b-b2f77d2612d7	0	640	-	15925	636	97.2%	628	2	10	6
1633	telomere	666aeef2-5e5c-4fab-9a3c-0bc88c69ebdf	31639	31890	+	31890	273	89.0%	243	8	0	22
1637	telomere	d1e7e4d6-6bd8-4c7e-a4dd-ecfe7a211b70	33231	33362	+	33362	137	94.9%	130	1	0	6
1641	telomere	0e5976a6-8fc0-407b-9d2d-0fd31b2a285e	27094	27489	+	27489	419	90.7%	380	15	0	24
1645	telomere	fe95d73d-b27f-45eb-8436-6e3a76c096d4	1	678	-	13537	679	96.9%	667	1	9	11
1649	telomere	a58440d2-94f4-4e95-9617-d491a1c4847e	0	483	-	6733	474	98.1%	474	0	9	0
1653	telomere	760abd82-04c1-4031-83e6-d9bb2eafe42a	0	1006	-	35842	1007	98.8%	1000	1	5	6
1657	telomere	87395ba3-9047-49e8-ba52-b6092d673c63	1	729	-	18615	719	97.4%	713	2	13	4
1661	telomere	55ec4553-10e1-4c2e-84df-a2b8feb182a7	0	1375	-	23614	1409	97.1%	1371	1	3	37
1665	telomere	6d5e37c2-bce2-418e-91fe-ad2249106912	0	625	-	19523	625	96.5%	612	4	9	9
1669	telomere	9662028e-4ccf-4b24-961d-11260247edaa	0	4804	-	10639	4973	91.4%	4638	66	100	269
1673	telomere	9662028e-4ccf-4b24-961d-11260247edaa	4990	10635	-	10639	5837	92.6%	5495	52	98	290
1677	telomere	bcd71eb2-df47-463e-b8bd-041486fae425	2595	3925	+	4922	1389	90.3%	1272	38	20	79
1681	telomere	bcd71eb2-df47-463e-b8bd-041486fae425	4026	4922	+	4922	949	89.3%	861	20	15	68
1685	telomere	a5c684f2-311d-4368-bcc0-11fc552da747	0	16470	-	18267	16838	96.0%	16289	57	124	492
1689	telomere	00b0ea03-d502-4d98-a5d3-807b8bbd6016	0	1151	-	14975	1158	96.2%	1127	11	13	20
1693	telomere	4ef2b68c-3810-479b-a1a2-af86994e01ca	13652	13702	+	13704	53	92.5%	49	1	0	3
1697	telomere	9c6d697f-5809-47bc-bcde-2a7cccaed113	0	251	-	18279	258	93.1%	244	3	4	11
1701	telomere	c423f999-7dee-47cb-8582-713bbee48702	3	1035	-	20039	1079	94.3%	1022	5	5	52
1705	telomere	2474e0ce-cadc-43dc-a092-fb39e8f49a79	17867	17912	+	17944	45	100.0%	45	0	0	0
1709	telomere	1cb34488-7f00-4e42-9483-1baa8bf51b0b	0	1194	-	29895	1199	99.1%	1191	0	3	8
1713	telomere	8fa38fe8-05da-4dd3-b062-f6a092e599bb	0	703	-	7646	690	97.3%	687	0	16	3
1717	telomere	d3cc21df-6cf1-4fe1-a126-622f38239f05	0	13700	-	22553	13746	99.2%	13664	2	34	80
1721	telomere	baf748cc-1aa6-4388-b789-0be4198ab2c5	0	1151	-	30811	1178	96.3%	1142	1	8	35
1725	telomere	60bdc9e0-83b8-4447-9460-6a506c60ef84	0	6201	-	6201	6262	97.4%	6141	19	41	102
1729	telomere	538c5ae0-f09d-44a7-b2b2-2810db2afe73	12958	13026	+	13026	70	95.7%	67	1	0	2
1733	telomere	269163e3-e6f4-4dee-9076-be26c211c1b3	1	1198	-	10918	1201	99.3%	1195	0	2	6
1737	telomere	a8e1e432-f721-4771-99b2-d66cf6e43834	5	6097	-	6097	6324	92.6%	5932	79	81	313
1741	telomere	2b3eec96-b2e2-40a2-bf7d-780f5e5958b5	0	1353	-	12851	1356	99.0%	1348	0	5	8
1745	telomere	ef526507-3519-4a98-b477-e0e93556555a	8952	9051	+	9051	102	94.2%	97	1	1	4
1749	telomere	4861a087-2691-4778-ad32-d3b3f3ddfca1	0	573	-	23233	570	98.6%	566	3	4	1
1753	telomere	101b2c58-777d-41e3-97e2-a3decec6631a	28335	28499	+	28499	162	93.4%	155	5	4	2
1757	telomere	88da3c28-f0ae-495b-adee-84bcb9104dc6	1	45	+	1606	45	97.8%	44	0	0	1
1761	telomere	88da3c28-f0ae-495b-adee-84bcb9104dc6	57	244	+	1606	198	93.4%	185	2	0	11
1765	telomere	88da3c28-f0ae-495b-adee-84bcb9104dc6	309	393	+	1606	86	97.7%	84	0	0	2
1769	telomere	88da3c28-f0ae-495b-adee-84bcb9104dc6	513	1490	+	1606	1048	90.4%	949	26	2	73
1773	telomere	612f754b-5d31-4a61-b5bc-b33aca92a233	7997	8109	+	8109	112	94.6%	106	6	0	0
1777	telomere	a7d82fc5-4a50-48de-9110-73a3d1f998df	0	449	-	6461	447	96.5%	439	2	8	6
1781	telomere	140117be-0afd-4a9c-a493-eb8f483d65ca	0	565	-	27257	564	96.0%	552	2	11	10
1785	telomere	22cc8237-ab67-45c6-94f8-d483413023f7	5	15866	-	15866	16074	98.0%	15790	25	46	259
1789	telomere	1e9b8b52-3bdd-493b-91d5-3b7ef4cca8d9	0	922	-	13858	912	98.9%	912	0	10	0
1793	telomere	912600c3-fe5c-4109-babe-6404efadcceb	27872	29287	+	35426	1571	88.1%	1386	26	3	159
1797	telomere	912600c3-fe5c-4109-babe-6404efadcceb	29485	30552	+	35426	1152	91.0%	1053	9	5	90
1801	telomere	912600c3-fe5c-4109-babe-6404efadcceb	30625	31083	+	35426	516	85.9%	443	15	0	58
1805	telomere	912600c3-fe5c-4109-babe-6404efadcceb	31265	32793	+	35426	1648	89.9%	1490	28	10	130
1809	telomere	912600c3-fe5c-4109-babe-6404efadcceb	32936	33048	+	35426	114	97.4%	111	1	0	2
1813	telomere	912600c3-fe5c-4109-babe-6404efadcceb	33125	35202	+	35426	2250	89.2%	2019	45	13	186
1817	telomere	912600c3-fe5c-4109-babe-6404efadcceb	35260	35426	+	35426	174	89.8%	159	4	3	11
1821	telomere	c137a54c-5f4b-43a9-8687-ad5b0582cc1c	0	1303	-	8447	1302	98.6%	1293	0	10	9
1825	telomere	a1602043-a7d6-4c6c-9bd0-3c2cb310a52b	12	927	-	7854	921	98.9%	913	0	2	8
1829	telomere	77ed5be0-d83b-4df7-b8e6-87c6972b68ec	0	1051	-	13027	1046	98.9%	1042	1	8	3
1833	telomere	27a54a75-7adf-41f8-9a72-7183c98184dd	3	10307	-	34737	10354	98.8%	10262	7	35	85
1837	telomere	5db11e65-8d62-4bfe-ad4e-4530cc77922f	5060	5148	+	5154	90	96.7%	87	1	0	2
1841	telomere	e8de2c7f-9fc3-45d6-96ac-a462f041580e	18584	18736	+	18736	153	91.7%	144	4	4	5
1845	telomere	336e8071-76f4-4e27-9de2-85cef9760f81	34351	34419	+	34419	69	98.6%	68	0	0	1
1849	telomere	80a23a6f-834c-4f31-af30-15f28f799409	0	1080	-	19982	1081	98.5%	1072	1	7	8
1853	telomere	34d8123e-0dab-469a-965e-f2db7b37dc71	1	76	-	15422	75	94.8%	73	0	2	2
1857	telomere	683534bf-42d6-4dbe-b73d-0790eea82174	0	8705	-	22165	8681	98.4%	8619	6	80	56
1861	telomere	2b89d8e3-38a6-4fa7-8707-2102b6447008	28459	28516	+	28516	56	96.5%	55	1	1	0
1865	telomere	adf25b33-0b8f-4cd0-a529-259f4884dd71	5918	6145	+	6145	227	94.8%	217	8	2	2
1869	telomere	78edaacf-b307-4f10-8840-b7bfe92a5017	12910	13116	+	13116	204	96.1%	199	4	3	1
