Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1
OG0015887	Y17D7C.1a.1					
OG0015888	Y17G7B.21a.1					
OG0015889	Y17G7B.22.1					
OG0015890	Y18D10A.4.1					
OG0015891	Y18D10A.11.1					
OG0015892	Y19D2B.2.1					
OG0015893	Y26E6A.1.1					
OG0015894	Y26E6A.2.2					
OG0015895	Y32B12B.1a.1					
OG0015896	Y37A1B.4.1					
OG0015897	Y37D8A.26.1					
OG0015898	Y38E10A.14.1					
OG0015899	Y38F1A.1.1					
OG0015900	Y38F1A.4.1					
OG0015901	Y38F1A.7.1					
OG0015902	Y38H6C.4.1					
OG0015903	Y38H6C.18.1					
OG0015904	Y38H8A.1.1					
OG0015905	Y38H8A.5.1					
OG0015906	Y39A1A.2a.1					
OG0015907	Y39A1A.10.1					
OG0015908	Y39A1A.24.1					
OG0015909	Y39B6A.5a.1					
OG0015910	Y39B6A.10.1					
OG0015911	Y39B6A.12b.1					
OG0015912	Y39B6A.13.1					
OG0015913	Y39B6A.37.1					
OG0015914	Y39B6A.42.2					
OG0015915	Y39C12A.9.1					
OG0015916	Y39E4B.10b.1					
OG0015917	Y39E4B.11.1					
OG0015918	Y39G8B.2.1					
OG0015919	Y40H7A.10.1					
OG0015920	Y41C4A.2.1					
OG0015921	Y41C4A.6.1					
OG0015922	Y41C4A.18.1					
OG0015923	Y43C5A.3.1					
OG0015924	Y43C5B.2.1					
OG0015925	Y43F8A.1.1					
OG0015926	Y43F8B.5.1					
OG0015927	Y43F8C.20.1					
OG0015928	Y44A6D.5.1					
OG0015929	Y45F3A.5.1					
OG0015930	Y45F10D.14.1					
OG0015931	Y46G5A.10.1					
OG0015932	Y46G5A.15.1					
OG0015933	Y46G5A.20.1					
OG0015934	Y46G5A.23.1					
OG0015935	Y47D3A.15.1					
OG0015936	Y47D3A.20.1					
OG0015937	Y47D3A.32d.1					
OG0015938	Y48A6B.11b.1					
OG0015939	Y48C3A.12.1					
OG0015940	Y48E1B.3c.1					
OG0015941	Y48E1B.11.1					
OG0015942	Y48E1B.16.1					
OG0015943	Y48G10A.6.1					
OG0015944	Y49E10.10.2					
OG0015945	Y49E10.17a.1					
OG0015946	Y49E10.21a.1					
OG0015947	Y49E10.27.1					
OG0015948	Y50E8A.2.1					
OG0015949	Y50E8A.12a.1					
OG0015950	Y51B9A.7.1					
OG0015951	Y51B9A.8.1					
OG0015952	Y51H1A.6a.1					
OG0015953	Y51H4A.1.1					
OG0015954	Y51H4A.4a.1					
OG0015955	Y52B11B.1.1					
OG0015956	Y53C10A.6b.1					
OG0015957	Y53C12A.6a.1					
OG0015958	Y53F4B.1.1					
OG0015959	Y53F4B.5.1					
OG0015960	Y53F4B.17.1					
OG0015961	Y53F4B.19.1					
OG0015962	Y53F4B.24.1					
OG0015963	Y53H1A.2b.1					
OG0015964	Y54E2A.7.1					
OG0015965	Y54G9A.5.1					
OG0015966	Y56A3A.6.1					
OG0015967	Y56A3A.30.1					
OG0015968	Y57G11B.6.1					
OG0015969	Y57G11C.36.2					
OG0015970	Y57G11C.46.1					
OG0015971	Y59A8B.12.1					
OG0015972	Y59A8B.24.1					
OG0015973	Y60A3A.23.1					
OG0015974	Y60A9.1.1					
OG0015975	Y62E10A.3.1					
OG0015976	Y62H9A.2.1					
OG0015977	Y62H9A.7.1					
OG0015978	Y62H9A.9.1					
OG0015979	Y62H9A.10a.1					
OG0015980	Y62H9A.11.1					
OG0015981	Y62H9A.12.1					
OG0015982	Y62H9A.13.1					
OG0015983	Y62H9A.14b.1					
OG0015984	Y65A5A.2a.1					
OG0015985	Y66D12A.3.2					
OG0015986	Y66D12A.6.1					
OG0015987	Y66D12A.19.2					
OG0015988	Y69E1A.8.1					
OG0015989	Y69H2.7b.1					
OG0015990	Y69H2.14.1					
OG0015991	Y73F4A.1.1					
OG0015992	Y73F8A.10.1					
OG0015993	Y73F8A.13.2					
OG0015994	Y73F8A.25a.2					
OG0015995	Y73F8A.32a.1					
OG0015996	Y75B8A.13.1					
OG0015997	Y75B8A.18a.1					
OG0015998	Y75B8A.23.1					
OG0015999	Y75B8A.29.2					
OG0016000	Y75B8A.33.1					
OG0016001	Y75B12B.3.1					
OG0016002	Y76A2B.4.1					
OG0016003	Y79H2A.2a.1					
OG0016004	Y80D3A.3.1					
OG0016005	Y102A5C.2.1					
OG0016006	Y102F5A.1.1					
OG0016007	Y105C5B.8a.1					
OG0016008	Y105E8A.28.1					
OG0016009	Y105E8B.6.1					
OG0016010	Y106G6D.1.1					
OG0016011	Y106G6D.2.1					
OG0016012	Y106G6G.1.1					
OG0016013	Y106G6G.3.1					
OG0016014	Y106G6G.4.2					
OG0016015	Y106G6H.16.1					
OG0016016	Y113G7A.12.1					
OG0016017	Y113G7A.15a.1					
OG0016018	Y116A8B.4.1					
OG0016019	Y116A8C.3.1					
OG0016020	Y116A8C.29.1					
OG0016021	Y116A8C.43a.1					
OG0016022	Y116F11A.3.1					
OG0016023	Y116F11B.13.1					
OG0016024	ZC84.7.1					
OG0016025	ZC116.1.1					
OG0016026	ZC302.2a.1					
OG0016027	ZC302.3.1					
OG0016028	ZC443.2.1					
OG0016029	ZK384.1.1					
OG0016030	ZK512.1.1					
OG0016031	ZK512.10.1					
OG0016032	ZK593.2a.1					
OG0016033	ZK593.3.2					
OG0016034	ZK617.2.1					
OG0016035	ZK637.4.1					
OG0016036	ZK666.11a.1					
OG0016037	ZK666.12.1					
OG0016038	ZK669.2.1					
OG0016039	ZK673.6.1					
OG0016040	ZK795.2.1					
OG0016041	ZK822.4.1					
OG0016042	ZK836.3.1					
OG0016043	ZK849.1.1					
OG0016044	ZK858.2.1					
OG0016045	ZK858.8.1					
OG0016046	ZK892.5.1					
OG0016047	ZK899.3.2					
OG0016048	ZK899.7.1					
OG0016049	ZK945.6a.1					
OG0016050	ZK971.1.1					
OG0016051	ZK1010.5.1					
OG0016052	ZK1067.3.1					
OG0016053	ZK1086.2.1					
OG0016054	ZK1098.6.1					
OG0016055	ZK1098.9.1					
OG0016056	ZK1251.1.1					
OG0016057	ZK1251.3.1					
OG0016058	ZK1251.7.1					
OG0016059	Y39G8C.3b.1					
OG0016060	H40L08.2a.2					
OG0016061	K08E5.1b.1					
OG0016062	AC7.3.1					
OG0016063	AH9.3.2					
OG0016064	B0034.2.1					
OG0016065	B0034.4.1					
OG0016066	B0041.2d.1					
OG0016067	B0205.5.1					
OG0016068	B0207.5b.1					
OG0016069	B0207.9.2					
OG0016070	B0207.10.1					
OG0016071	B0213.17.1					
OG0016072	B0228.6.1					
OG0016073	B0244.9.1					
OG0016074	B0261.5.1					
OG0016075	B0261.8.1					
OG0016076	B0280.10a.1					
OG0016077	B0302.2.1					
OG0016078	B0302.4.1					
OG0016079	B0304.2.1					
OG0016080	B0304.4.1					
OG0016081	B0310.3.3					
OG0016082	B0310.6.1					
OG0016083	B0336.12.1					
OG0016084	B0361.11.1					
OG0016085	B0410.1.1					
OG0016086	B0507.5a.1					
OG0016087	B0511.9c.1					
OG0016088	B0524.2.1					
OG0016089	B0524.5.1					
OG0016090	B0524.6.1					
OG0016091	B0545.3.1					
OG0016092	B0546.3a.1					
OG0016093	B0547.2.1					
OG0016094	B0554.1.1					
OG0016095	B0563.1.1					
OG0016096	B0563.5.1					
OG0016097	B0563.8.1					
OG0016098	C01B12.8.1					
OG0016099	C01G5.5.1					
OG0016100	C01G8.1a.1					
OG0016101	C01G8.6.1					
OG0016102	C02B8.6.1					
OG0016103	C02B10.4.1					
OG0016104	C02E7.8.1					
OG0016105	C02F5.10.1					
OG0016106	C02F12.8.1					
OG0016107	C03B1.1.1					
OG0016108	C03B1.2.1					
OG0016109	C03B1.6.1					
OG0016110	C03B1.7a.1					
OG0016111	C03B1.9.1					
OG0016112	C03B1.10.1					
OG0016113	C03F11.4.3					
OG0016114	C03H5.4a.1					
OG0016115	C04E6.4.2					
OG0016116	C04E6.7.1					
OG0016117	C04E7.1.1					
OG0016118	C04E7.3.1					
OG0016119	C04G6.6.1					
OG0016120	C04G6.11.1					
OG0016121	C05D11.13b.2					
OG0016122	C05E4.12.1					
OG0016123	C05E11.2.1					
OG0016124	C06A5.2.1					
OG0016125	C06E1.1.1					
OG0016126	C06E2.2.1					
OG0016127	C06E2.5.1					
OG0016128	C06E4.2b.1					
OG0016129	C06E4.8.1					
OG0016130	C06G3.3.1					
OG0016131	C06G4.4.2					
OG0016132	C07A12.2.1					
OG0016133	C07D10.1.1					
OG0016134	C07G1.6.1					
OG0016135	C07H6.9b.1					
OG0016136	C08D8.1.1					
OG0016137	C09D4.6.1					
OG0016138	C10A4.2.1					
OG0016139	C10A4.3.1					
OG0016140	C10A4.4.2					
OG0016141	C10A4.5.1					
OG0016142	C10A4.6.1					
OG0016143	C10A4.7.1					
OG0016144	C10E2.1.1					
OG0016145	C10G8.2.1					
OG0016146	C10G8.3.1					
OG0016147	C10G11.6b.1					
OG0016148	C10H11.7.1					
OG0016149	C10H11.10.1					
OG0016150	C12D12.5b.1					
OG0016151	C13E3.1a.1					
OG0016152	C13F10.6.1					
OG0016153	C14A11.2.1					
OG0016154	C14A11.5.1					
OG0016155	C14A11.6b.1					
OG0016156	C14B9.10.2					
OG0016157	C14C11.7.1					
OG0016158	C14E2.1.1					
OG0016159	C14E2.3.1					
OG0016160	C14E2.5.1					
OG0016161	C14F11.4a.1					
OG0016162	C15B12.2.1					
OG0016163	C15B12.3.1					
OG0016164	C15B12.6a.1					
OG0016165	C15C7.4.2					
OG0016166	C15C7.6.1					
OG0016167	C15H9.11.1					
OG0016168	C16B8.3.1					
OG0016169	C16C8.7.1					
OG0016170	C16C8.19.1					
OG0016171	C16D9.9.1					
OG0016172	C16H3.3a.1					
OG0016173	C17C3.9.1					
OG0016174	C17C3.12c.1					
OG0016175	C17E7.9a.1					
OG0016176	C17E7.12.1					
OG0016177	C17E7.13.1					
OG0016178	C17H11.2.1					
OG0016179	C17H11.5.1					
OG0016180	C17H12.10.1					
OG0016181	C18A3.9.1					
OG0016182	C18A3.10.2					
OG0016183	C18E3.3.1					
OG0016184	C18E3.5.1					
OG0016185	C18E3.9b.1					
OG0016186	C18F10.2.1					
OG0016187	C18H7.9.1					
OG0016188	C23F12.3.1					
OG0016189	C23F12.4.1					
OG0016190	C23G10.10.1					
OG0016191	C23G10.11.2					
OG0016192	C24A8.5.1					
OG0016193	C24H10.2.1					
OG0016194	C24H10.3.1					
OG0016195	C24H10.4.2					
OG0016196	C24H12.6.1					
OG0016197	C25A8.1.1					
OG0016198	C25A8.4.1					
OG0016199	C25E10.10.1					
OG0016200	C25E10.11.1					
OG0016201	C25F6.1.1					
OG0016202	C25H3.10a.1					
OG0016203	C26B9.2.1					
OG0016204	C26B9.7.1					
OG0016205	C28C12.2.1					
OG0016206	C28C12.11b.1					
OG0016207	C28C12.12.1					
OG0016208	C28F5.1.1					
OG0016209	C29E4.9.1					
OG0016210	C29E4.11.1					
OG0016211	C29F9.2.1					
OG0016212	C29G2.3.1					
OG0016213	C30B5.6b.1					
OG0016214	C30F8.3.1					
OG0016215	C31H1.5.1					
OG0016216	C31H1.8a.1					
OG0016217	C32B5.6a.1					
OG0016218	C32D5.4.1					
OG0016219	C33C12.1.1					
OG0016220	C33C12.10.3					
OG0016221	C33D12.2a.1					
OG0016222	C33F10.8.1					
OG0016223	C33H5.6.1					
OG0016224	C33H5.13a.1					
OG0016225	C34B2.1a.1					
OG0016226	C34B2.2.1					
OG0016227	C34B2.9.1					
OG0016228	C34D4.10.1					
OG0016229	C34D4.11a.1					
OG0016230	C34E10.9.1					
OG0016231	C35A11.2.2					
OG0016232	C35B1.4.1					
OG0016233	C35B1.7.1					
OG0016234	C35B1.8.1					
OG0016235	C35D10.3.1					
OG0016236	C35D10.7a.1					
OG0016237	C35E7.7.1					
OG0016238	C35E7.11.1					
OG0016239	C36B7.3.1					
OG0016240	C36B7.4.1					
OG0016241	C39B5.10.1					
OG0016242	C39D10.1.1					
OG0016243	C39D10.3a.1					
OG0016244	C39D10.5.1					
OG0016245	C39D10.8b.1					
OG0016246	C39E6.2.1					
OG0016247	C39F7.1a.1					
OG0016248	C40D2.4.1					
OG0016249	C41A3.2a.2					
OG0016250	C41H7.2a.1					
OG0016251	C42C1.2.1					
OG0016252	C42C1.3b.1					
OG0016253	C42D4.3.1					
OG0016254	C42D4.13a.1					
OG0016255	C43H6.4.1					
OG0016256	C44B7.5.1					
OG0016257	C44B11.6.1					
OG0016258	C44B12.3.1					
OG0016259	C45B2.8.1					
OG0016260	C45E5.4.1					
OG0016261	C45G7.1.1					
OG0016262	C45G9.8.3					
OG0016263	C45G9.10a.1					
OG0016264	C45G9.12.1					
OG0016265	C45H4.13.1					
OG0016266	C46A5.6.1					
OG0016267	C46E10.3.1					
OG0016268	C46E10.8.1					
OG0016269	C46F2.1.1					
OG0016270	C46H3.1.1					
OG0016271	C46H11.1.1					
OG0016272	C46H11.3.1					
OG0016273	C46H11.10a.1					
OG0016274	C48B6.4.1					
OG0016275	C48B6.9.2					
OG0016276	C49C8.3.1					
OG0016277	C49C8.6.1					
OG0016278	C50C3.12.1					
OG0016279	C50D2.3.1					
OG0016280	C50E3.5.1					
OG0016281	C50E3.11.1					
OG0016282	C50E3.12.1					
OG0016283	C50E3.13.1					
OG0016284	C50E10.1.1					
OG0016285	C50F2.7.1					
OG0016286	C50F7.5.1					
OG0016287	C50F7.9.1					
OG0016288	C52B9.10.1					
OG0016289	C52B9.11.1					
OG0016290	C52E12.6.1					
OG0016291	C53B7.2.1					
OG0016292	C53B7.3b.1					
OG0016293	C53C11.2.1					
OG0016294	C53D5.4a.1					
OG0016295	C54D2.2.1					
OG0016296	C54E4.1.1					
OG0016297	C54G6.1a.1					
OG0016298	C55B6.4.1					
OG0016299	C56C10.9.1					
OG0016300	C56G2.5.1					
OG0016301	D1005.4.1					
OG0016302	D1007.8.1					
OG0016303	D1007.10b.1					
OG0016304	D1007.13b.1					
OG0016305	D1022.2.1					
OG0016306	D1044.4.1					
OG0016307	D2007.1.1					
OG0016308	D2092.8.1					
OG0016309	D2096.1a.1					
OG0016310	D2096.12.1					
OG0016311	E01A2.8.1					
OG0016312	E02H9.7.1					
OG0016313	E03H12.5.1					
OG0016314	EEED8.3.1					
OG0016315	EEED8.13.2					
OG0016316	EEED8.14.1					
OG0016317	EEED8.15.1					
OG0016318	EGAP2.2.1					
OG0016319	EGAP5.1.1					
OG0016320	F01F1.14.1					
OG0016321	F02C9.1.1					
OG0016322	F02E11.2a.1					
OG0016323	F07C3.9.1					
OG0016324	F07C3.10.1					
OG0016325	F07C4.7.1					
OG0016326	F07E5.9.2					
OG0016327	F07F6.2.1					
OG0016328	F07G6.2.1					
OG0016329	F07G6.5.1					
OG0016330	F07G6.8.1					
OG0016331	F08F1.3.1					
OG0016332	F08F1.4.1					
OG0016333	F09E5.12.2					
OG0016334	F09E5.14.1					
OG0016335	F09E5.16.1					
OG0016336	F09E10.1.1					
OG0016337	F09F7.6.1					
OG0016338	F09G8.7.1					
OG0016339	F09G8.9.1					
OG0016340	F10C1.1.1					
OG0016341	F10D7.4b.1					
OG0016342	F10E9.1.1					
OG0016343	F10E9.3.1					
OG0016344	F10E9.7.2					
OG0016345	F10E9.12.1					
OG0016346	F10G2.4.1					
OG0016347	F10G7.9a.1					
OG0016348	F11D5.6.1					
OG0016349	F11G11.13.1					
OG0016350	F12A10.1.1					
OG0016351	F12A10.7.1					
OG0016352	F12A10.8.1					
OG0016353	F12D9.2.1					
OG0016354	F12E12.1.1					
OG0016355	F12E12.2.1					
OG0016356	F12E12.6.1					
OG0016357	F13A2.1.1					
OG0016358	F13A2.2.1					
OG0016359	F13A2.3.1					
OG0016360	F13A2.4.2					
OG0016361	F13A2.5a.1					
OG0016362	F13B6.3.1					
OG0016363	F13H8.3.1					
OG0016364	F13H8.5b.1					
OG0016365	F13H8.6.1					
OG0016366	F13H8.12b.1					
OG0016367	F14B8.2.1					
OG0016368	F14B8.4.1					
OG0016369	F14D2.5.1					
OG0016370	F14D2.7.1					
OG0016371	F14F9.2.1					
OG0016372	F14F9.6.1					
OG0016373	F14H12.6.1					
OG0016374	F14H12.7.1					
OG0016375	F14H12.8.1					
OG0016376	F15A8.1.1					
OG0016377	F15E6.9a.1					
OG0016378	F16B4.4.1					
OG0016379	F16B4.5b.1					
OG0016380	F16B4.7.1					
OG0016381	F16F9.3.1					
OG0016382	F16H11.3.1					
OG0016383	F18A1.1.1					
OG0016384	F18A1.8.1					
OG0016385	F18A12.2.1					
OG0016386	F18A12.7.2					
OG0016387	F18E9.1.1					
OG0016388	F18G5.1.1					
OG0016389	F18G5.6.1					
OG0016390	F19B10.1.1					
OG0016391	F19B10.2.1					
OG0016392	F19B10.3.1					
OG0016393	F19B10.4.1					
OG0016394	F19B10.5.1					
OG0016395	F19B10.6.1					
OG0016396	F19G12.4.1					
OG0016397	F20A1.4.1					
OG0016398	F20A1.6a.1					
OG0016399	F20A1.8.1					
OG0016400	F20B6.5.1					
OG0016401	F20B6.9.2					
OG0016402	F20D6.1.1					
OG0016403	F20D6.5.1					
OG0016404	F20D6.6.1					
OG0016405	F20D6.9.1					
OG0016406	F20D12.1a.2					
OG0016407	F21A9.1b.1					
OG0016408	F21C10.11a.1					
OG0016409	F21D12.2.1					
OG0016410	F21E9.3.2					
OG0016411	F21E9.4.1					
OG0016412	F21F3.4.1					
OG0016413	F21F8.5.1					
OG0016414	F22B7.2b.1					
OG0016415	F22B7.4.1					
OG0016416	F22D3.4.1					
OG0016417	F22F4.4.1					
OG0016418	F22F7.2.1					
OG0016419	F22H10.3.1					
OG0016420	F23F1.10.1					
OG0016421	F23F12.9a.1					
OG0016422	F23F12.12.1					
OG0016423	F25E5.9.1					
OG0016424	F25G6.9.1					
OG0016425	F26D11.2.1					
OG0016426	F26D11.6.1					
OG0016427	F26F4.5.2					
OG0016428	F26G5.1a.1					
OG0016429	F27B10.1b.1					
OG0016430	F27C1.4.1					
OG0016431	F28B3.6.1					
OG0016432	F28B4.1.1					
OG0016433	F28B12.1b.1					
OG0016434	F28C10.1.1					
OG0016435	F28C10.3.1					
OG0016436	F28F5.6.1					
OG0016437	F28H1.1.1					
OG0016438	F28H1.5.1					
OG0016439	F29B9.5.1					
OG0016440	F29C4.4.1					
OG0016441	F31D5.6.1					
OG0016442	F32A5.8.2					
OG0016443	F32D1.6b.1					
OG0016444	F32D1.7.1					
OG0016445	F32D1.8a.1					
OG0016446	F33D11.8.1					
OG0016447	F33E11.2a.1					
OG0016448	F35A5.2.1					
OG0016449	F35B3.3a.1					
OG0016450	F35C8.8a.1					
OG0016451	F35D11.1.1					
OG0016452	F35F11.2.1					
OG0016453	F35H10.2.1					
OG0016454	F35H10.5.1					
OG0016455	F36D4.1.1					
OG0016456	F36F12.7.1					
OG0016457	F36H12.1.1					
OG0016458	F36H12.17.1					
OG0016459	F37C4.5a.1					
OG0016460	F37C12.10.1					
OG0016461	F37C12.14.1					
OG0016462	F38E1.6.1					
OG0016463	F38E1.10.1					
OG0016464	F38E9.6.2					
OG0016465	F39E9.6.2					
OG0016466	F39F10.4.2					
OG0016467	F39G3.3.1					
OG0016468	F39H12.1.1					
OG0016469	F40E12.1.1					
OG0016470	F40G9.6.1					
OG0016471	F40H3.2.1					
OG0016472	F41C3.2.1					
OG0016473	F41C6.6.1					
OG0016474	F41E6.1.2					
OG0016475	F41E6.7.1					
OG0016476	F41E6.10.1					
OG0016477	F41E6.11.1					
OG0016478	F41G3.1.1					
OG0016479	F41G3.6.1					
OG0016480	F41G4.7.1					
OG0016481	F41G4.8.1					
OG0016482	F41H10.12.1					
OG0016483	F42A6.2.1					
OG0016484	F42A9.3.1					
OG0016485	F42A9.7.1					
OG0016486	F42A9.9.1					
OG0016487	F42C5.3a.1					
OG0016488	F42C5.10.1					
OG0016489	F42G8.9.1					
OG0016490	F43E2.11.2					
OG0016491	F43H9.4.1					
OG0016492	F44B9.10.1					
OG0016493	F44E7.5a.1					
OG0016494	F45E1.2.1					
OG0016495	F45E1.5.1					
OG0016496	F45F2.10.4					
OG0016497	F46E10.2.1					
OG0016498	F46F11.6.1					
OG0016499	F46F11.8.1					
OG0016500	F46G11.4.1					
OG0016501	F46H5.5.1					
OG0016502	F47D12.6.1					
OG0016503	F47E1.3.1					
OG0016504	F47G3.3.1					
OG0016505	F47G6.3.1					
OG0016506	F48A11.4a.1					
OG0016507	F48B9.1.1					
OG0016508	F48C1.3.1					
OG0016509	F48C1.5.1					
OG0016510	F48C1.9.1					
OG0016511	F48D6.4a.1					
OG0016512	F48E3.6.1					
OG0016513	F49D11.9b.1					
OG0016514	F49E8.2a.1					
OG0016515	F49E8.6.1					
OG0016516	F49E8.7a.1					
OG0016517	F49H12.2.1					
OG0016518	F52D1.2c.1					
OG0016519	F52D2.5.2					
OG0016520	F52D2.6.1					
OG0016521	F52D2.7.1					
OG0016522	F52E1.3.1					
OG0016523	F52E1.10.1					
OG0016524	F52H2.1.1					
OG0016525	F52H2.3.1					
OG0016526	F52H2.5.2					
OG0016527	F53A9.8.1					
OG0016528	F53C3.7.1					
OG0016529	F53C3.8.1					
OG0016530	F53G12.4.1					
OG0016531	F53G12.8.1					
OG0016532	F54A3.6a.1					
OG0016533	F54C4.4.1					
OG0016534	F54D10.4.1					
OG0016535	F54D10.5.1					
OG0016536	F54D10.7.1					
OG0016537	F54D11.4.1					
OG0016538	F54D12.6a.1					
OG0016539	F54D12.9.1					
OG0016540	F54E7.5.1					
OG0016541	F54E7.8.1					
OG0016542	F54F2.5.1					
OG0016543	F54F2.6.1					
OG0016544	F54H12.4.1					
OG0016545	F55A3.2.2					
OG0016546	F55A3.5.1					
OG0016547	F55A3.6.1					
OG0016548	F55A4.3.1					
OG0016549	F55A12.5.1					
OG0016550	F55C7.2.1					
OG0016551	F55D1.1.1					
OG0016552	F55D10.4.1					
OG0016553	F55E10.1.1					
OG0016554	F55E10.2.1					
OG0016555	F55E10.4.1					
OG0016556	F55F1.2.1					
OG0016557	F55F8.8.1					
OG0016558	F55G1.7a.1					
OG0016559	F56A11.6.1					
OG0016560	F56C3.3.1					
OG0016561	F56C3.4.1					
OG0016562	F56C3.7.1					
OG0016563	F56C3.8.1					
OG0016564	F56C9.3.2					
OG0016565	F56C9.6b.1					
OG0016566	F56C9.11.1					
OG0016567	F56D2.3a.1					
OG0016568	F56F4.4.1					
OG0016569	F57B10.14.1					
OG0016570	F57C9.7.1					
OG0016571	F57F4.2.1					
OG0016572	F57H12.4.4					
OG0016573	F58A6.5.1					
OG0016574	F58E2.5.1					
OG0016575	F58F9.1a.2					
OG0016576	F58F12.2.1					
OG0016577	F58H7.5.1					
OG0016578	F59A3.2.1					
OG0016579	F59A3.7.1					
OG0016580	F59A3.9.2					
OG0016581	F59A3.10.1					
OG0016582	F59A6.2.1					
OG0016583	F59A7.5c.1					
OG0016584	F59E12.3.1					
OG0016585	F59E12.8.1					
OG0016586	F59G1.8b.1					
OG0016587	H03E18.2b.1					
OG0016588	H04M03.1.1					
OG0016589	H04M03.11.1					
OG0016590	H06I04.1a.1					
OG0016591	H06I04.7.1					
OG0016592	H10D18.1.1					
OG0016593	H10E21.2.1					
OG0016594	H12I13.6.1					
OG0016595	H14A12.5.2					
OG0016596	H14N18.2.1					
OG0016597	H20J04.1.1					
OG0016598	H22K11.3.2					
OG0016599	H27M09.3.1					
OG0016600	H28G03.3.1					
OG0016601	H31G24.1.1					
OG0016602	H35N09.2.1					
OG0016603	H39E20.1.1					
OG0016604	K01A12.2.2					
OG0016605	K02A2.5.1					
OG0016606	K02D10.2.1					
OG0016607	K02D10.3.1					
OG0016608	K02E7.11.1					
OG0016609	K02E7.12.1					
OG0016610	K02E10.7.2					
OG0016611	K02F3.6.2					
OG0016612	K03B4.2.1					
OG0016613	K03B4.4a.2					
OG0016614	K03B4.6.1					
OG0016615	K03B4.7a.1					
OG0016616	K04C2.3a.1					
OG0016617	K04F10.3a.1					
OG0016618	K05G3.2.1					
OG0016619	K06A5.3.1					
OG0016620	K06A9.3.2					
OG0016621	K06H7.1.1					
OG0016622	K06H7.7.1					
OG0016623	K07A9.3.1					
OG0016624	K07C11.3.1					
OG0016625	K07D4.2.1					
OG0016626	K07E3.1.1					
OG0016627	K07E3.2.1					
OG0016628	K07E12.2.1					
OG0016629	K07H8.8.1					
OG0016630	K07H8.9.1					
OG0016631	K08F11.1a.1					
OG0016632	K09C4.7.1					
OG0016633	K09C4.9.1					
OG0016634	K09C4.10.1					
OG0016635	K09D9.3.1					
OG0016636	K09F5.4.1					
OG0016637	K09H9.7.1					
OG0016638	K10B3.1b.1					
OG0016639	K10C2.2.1					
OG0016640	K10C2.6.1					
OG0016641	K10C2.7.1					
OG0016642	K10C9.1.1					
OG0016643	K10C9.4a.1					
OG0016644	K10D2.5.1					
OG0016645	K10F12.7.1					
OG0016646	K11D12.8.1					
OG0016647	K11D12.12.1					
OG0016648	K11G12.6b.1					
OG0016649	K11H12.5.2					
OG0016650	K12H4.6.1					
OG0016651	K12H6.2.2					
OG0016652	M01E11.3.1					
OG0016653	M01H9.1.1					
OG0016654	M01H9.4d.1					
OG0016655	M02A10.1.1					
OG0016656	M02D8.2.1					
OG0016657	M02D8.3.1					
OG0016658	M02D8.5.1					
OG0016659	M02E1.1a.2					
OG0016660	M02F4.7.1					
OG0016661	M03D4.3.1					
OG0016662	M03E7.2.1					
OG0016663	M03E7.5.3					
OG0016664	M03F4.4.1					
OG0016665	M151.1c.1					
OG0016666	M151.3.1					
OG0016667	R01B10.3.1					
OG0016668	R01H2.1.1					
OG0016669	R02E4.1.1					
OG0016670	R02E12.2a.1					
OG0016671	R02F2.6.1					
OG0016672	R04A9.1.1					
OG0016673	R04A9.3.1					
OG0016674	R04A9.6.1					
OG0016675	R04E5.8a.1					
OG0016676	R04E5.9.1					
OG0016677	R05D3.3.4					
OG0016678	R05F9.7.1					
OG0016679	R05G9.1.1					
OG0016680	R05G9.3.1					
OG0016681	R05H11.2.3					
OG0016682	R06A10.1a.1					
OG0016683	R06B10.3.1					
OG0016684	R06B10.7.1					
OG0016685	R07C3.13a.1					
OG0016686	R07E4.5.1					
OG0016687	R08C7.5a.1					
OG0016688	R08C7.11.1					
OG0016689	R10A10.1.1					
OG0016690	R10F2.4.1					
OG0016691	R10F2.6.1					
OG0016692	R12B2.6.1					
OG0016693	R12B2.7.1					
OG0016694	R12E2.6.1					
OG0016695	R13A1.1.1					
OG0016696	R13A1.5.1					
OG0016697	R13A1.9.1					
OG0016698	R13A5.7.1					
OG0016699	R13D11.10.1					
OG0016700	R13F6.1.1					
OG0016701	R106.2.1					
OG0016702	R144.10.1					
OG0016703	R148.2.1					
OG0016704	R148.4a.1					
OG0016705	R148.7.1					
OG0016706	R160.2.1					
OG0016707	R160.3.1					
OG0016708	R160.4.1					
OG0016709	R160.5b.1					
OG0016710	R160.6.1					
OG0016711	R173.4.1					
OG0016712	R193.1.1					
OG0016713	T01B6.4.1					
OG0016714	T04A6.1.1					
OG0016715	T04A6.2.1					
OG0016716	T04C9.2.1					
OG0016717	T04C9.3.1					
